subjid,session,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,87,fre,valid,fre,fre99w01.avi,9,9w,22.475,2.500,,,,
mm_,1,emo_fac,3,fre,valid,fre,fre99m46.avi,9,9m,25.676,2.500,,,,
mm_,1,emo_fac,63,fre,valid,fre,fre99w56.avi,9,9w,28.878,2.500,,,,
mm_,1,emo_fac,91,fre,valid,fre,fre99m25.avi,9,9m,32.082,2.500,,,,
mm_,1,emo_fac,10,ekl,invalid,fre,fre99m23.avi,9,9m,35.284,2.500,,,,
mm_,1,emo_fac,72,ekl,valid,ekl,ekl99m20.avi,9,9m,38.488,2.500,,,,
mm_,1,emo_fac,154,fre,valid,fre,fre99w32.avi,9,9w,41.690,2.500,,,,
mm_,1,emo_fac,119,ekl,valid,ekl,ekl99m25.avi,9,9m,44.890,2.500,,,,
mm_,1,emo_fac,6,fre,invalid,ekl,ekl99m15.avi,9,9m,48.093,2.500,,,,
mm_,1,emo_fac,32,fre,valid,fre,fre99m21.avi,9,9m,51.295,2.500,,,,
mm_,1,emo_fac,97,fre,valid,fre,fre99w57.avi,9,9w,54.497,2.500,,,,
mm_,1,emo_fac,64,ekl,invalid,fre,fre99m20.avi,9,9m,57.704,2.500,,,,
mm_,1,emo_fac,114,fre,valid,fre,fre99m38.avi,9,9m,60.902,2.500,,,,
mm_,1,emo_fac,17,ekl,valid,ekl,ekl99m36.avi,9,9m,64.105,2.500,,,,
mm_,1,emo_fac,16,fre,valid,fre,fre99m46.avi,9,9m,67.306,2.500,,,,
mm_,1,emo_fac,96,ekl,valid,ekl,ekl99w08.avi,9,9w,70.509,2.500,,,,
mm_,1,emo_fac,129,ekl,valid,ekl,ekl99w32.avi,9,9w,73.712,2.500,,,,
mm_,1,emo_fac,142,ekl,invalid,fre,fre99m23.avi,9,9m,76.912,2.500,,,,
mm_,1,emo_fac,89,ekl,valid,ekl,ekl99m30.avi,9,9m,80.117,2.500,,,,
mm_,1,emo_fac,68,ekl,valid,ekl,ekl99w32.avi,9,9w,83.317,2.500,,,,
mm_,1,emo_fac,124,fre,valid,fre,fre99w61.avi,9,9w,86.521,2.500,,,,
mm_,1,emo_fac,160,ekl,valid,ekl,ekl99w16.avi,9,9w,89.724,2.500,,,,
mm_,1,emo_fac,26,fre,valid,fre,fre99m30.avi,9,9m,92.926,2.500,,,,
mm_,1,emo_fac,20,fre,invalid,ekl,ekl99m49.avi,9,9m,96.128,2.500,,,,
mm_,1,emo_fac,79,fre,valid,fre,fre99m28.avi,9,9m,99.329,2.500,,,,
mm_,1,emo_fac,125,fre,invalid,ekl,ekl99m15.avi,9,9m,102.533,2.500,,,,
mm_,1,emo_fac,118,ekl,valid,ekl,ekl99w12.avi,9,9w,105.734,2.500,,,,
mm_,1,emo_fac,147,ekl,valid,ekl,ekl99m09.avi,9,9m,108.938,2.500,,,,
mm_,1,emo_fac,82,fre,valid,fre,fre99w31.avi,9,9w,112.142,2.500,,,,
mm_,1,emo_fac,77,fre,valid,fre,fre99m03.avi,9,9m,115.342,2.500,,,,
mm_,1,emo_fac,101,fre,valid,fre,fre99w12.avi,9,9w,118.544,2.500,,,,
mm_,1,emo_fac,151,fre,valid,fre,fre99w04.avi,9,9w,121.746,2.500,,,,
mm_,1,emo_fac,126,ekl,valid,ekl,ekl99w02.avi,9,9w,124.949,2.500,,,,
mm_,1,emo_fac,24,ekl,invalid,fre,fre99m05.avi,9,9m,128.150,2.500,,,,
mm_,1,emo_fac,112,ekl,invalid,fre,fre99m33.avi,9,9m,131.357,2.500,,,,
mm_,1,emo_fac,41,ekl,valid,ekl,ekl99w31.avi,9,9w,134.556,2.500,,,,
mm_,1,emo_fac,39,fre,invalid,ekl,ekl99m36.avi,9,9m,137.759,2.500,,,,
mm_,1,emo_fac,33,ekl,valid,ekl,ekl99w18.avi,9,9w,140.961,2.500,,,,
mm_,1,emo_fac,35,ekl,valid,ekl,ekl99w04.avi,9,9w,144.162,2.500,,,,
mm_,1,emo_fac,44,fre,valid,fre,fre99m15.avi,9,9m,147.365,2.500,,,,
mm_,1,emo_fac,139,fre,invalid,ekl,ekl99m07.avi,9,9m,150.566,2.500,,,,
mm_,1,emo_fac,43,ekl,invalid,fre,fre99m38.avi,9,9m,153.774,2.500,,,,
mm_,1,emo_fac,153,ekl,valid,ekl,ekl99w01.avi,9,9w,156.974,2.500,,,,
mm_,1,emo_fac,56,ekl,invalid,fre,fre99m23.avi,9,9m,160.173,2.500,,,,
mm_,1,emo_fac,49,ekl,invalid,fre,fre99m23.avi,9,9m,163.376,2.500,,,,
mm_,1,emo_fac,131,ekl,valid,ekl,ekl99w22.avi,9,9w,166.578,2.500,,,,
mm_,1,emo_fac,86,ekl,invalid,fre,fre99m10.avi,9,9m,169.779,2.500,,,,
mm_,1,emo_fac,133,fre,valid,fre,fre99w61.avi,9,9w,172.983,2.500,,,,
mm_,1,emo_fac,66,fre,valid,fre,fre99m23.avi,9,9m,176.185,2.500,,,,
mm_,1,emo_fac,69,ekl,valid,ekl,ekl99w16.avi,9,9w,179.387,2.500,,,,
mm_,1,emo_fac,146,fre,valid,fre,fre99w14.avi,9,9w,182.590,2.500,,,,
mm_,1,emo_fac,45,fre,invalid,ekl,ekl99m07.avi,9,9m,185.792,2.500,,,,
mm_,1,emo_fac,80,ekl,vasubjid,session,block,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,3,ekl,valid,ekl,ekl99m03.avi,9,9m,0.054,4.500,,,,
mm_,1,emo_fac,44,fre,valid,fre,fre99m24.avi,9,9m,4.554,4.500,,,,
mm_,1,emo_fac,84,ekl,invalid,fre,fre99m46.avi,9,9m,9.054,4.500,,,,
mm_,1,emo_fac,112,fre,valid,fre,fre99w16.avi,9,9w,13.554,4.500,,,,
mm_,1,emo_fac,74,ekl,valid,ekl,ekl99w27.avi,9,9w,18.053,4.500,,,,
mm_,1,emo_fac,145,fre,valid,fre,fre99m07.avi,9,9m,22.554,4.500,,,,
mm_,1,emo_fac,154,ekl,invalid,fre,fre99m25.avi,9,9m,27.052,4.500,,,,
mm_,1,emo_fac,38,ekl,valid,ekl,ekl99w57.avi,9,9w,31.553,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,109,fre,valid,fre,fre99w04.avi,9,9w,0.088,4.500,,,,
mm_,1,emo_fac,11,ekl,valid,ekl,ekl99w19.avi,9,9w,4.592,4.500,,,,
mm_,1,emo_fac,79,fre,valid,fre,fre99w01.avi,9,9w,9.076,4.500,,,,
mm_,1,emo_fac,52,fre,valid,fre,fre99m25.avi,9,9m,13.612,4.500,,,,
mm_,1,emo_fac,35,ekl,valid,ekl,ekl99m28.avi,9,9m,18.077,4.500,,,,
mm_,1,emo_fac,138,ekl,valid,ekl,ekl99w08.avi,9,9w,22.577,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,58,ekl,valid,ekl,ekl99m38.avi,9,9m,0.076,4.500,,,,
mm_,1,emo_fac,3,fre,valid,fre,fre99w14.avi,9,9w,4.576,4.500,,,,
mm_,1,emo_fac,136,ekl,valid,ekl,ekl99w04.avi,9,9w,9.126,4.500,,,,
mm_,1,emo_fac,51,fre,valid,fre,fre99m05.avi,9,9m,13.579,4.500,,,,
mm_,1,emo_fac,28,fre,invalid,ekl,ekl99m10.avi,9,9m,18.076,4.500,,,,
mm_,1,emo_fac,114,fre,valid,fre,fre99m36.avi,9,9m,22.573,4.500,,,,
mm_,1,emo_fac,46,ekl,valid,ekl,ekl99w04.avi,9,9w,27.075,4.500,,,,
mm_,1,emo_fac,30,ekl,valid,ekl,ekl99w01.avi,9,9w,31.578,4.500,,,,
mm_,1,emo_fac,141,ekl,invalid,fre,fre99m21.avi,9,9m,36.076,4.500,,,,
mm_,1,emo_fac,12,fre,invalid,ekl,ekl99m03.avi,9,9m,40.573,4.500,,,,
mm_,1,emo_fac,148,ekl,valid,ekl,ekl99m28.avi,9,9m,45.074,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,75,ekl,valid,ekl,ekl99w27.avi,9,9w,0.107,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,140,ekl,valid,ekl,ekl99m38.avi,9,9m,0.065,4.500,,,,
mm_,1,emo_fac,50,ekl,invalid,fre,fre99m05.avi,9,9m,4.594,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,mov,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,126,ekl,valid,ekl,ekl99m23.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m23.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,0.003,4.500,,,,
mm_,1,emo_fac,113,fre,valid,fre,fre99m24.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99m24.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,4.504,4.500,,,,
mm_,1,emo_fac,10,fre,invalid,ekl,ekl99m07.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m07.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,9.004,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,mov,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,27,fre,valid,fre,fre99m49.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99m49.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,0.001,4.500,,,,
mm_,1,emo_fac,52,ekl,valid,ekl,ekl99m07.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m07.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,4.502,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,mov,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,69,fre,invalid,ekl,ekl99m49.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m49.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,0.001,4.500,,,,
mm_,1,emo_fac,21,ekl,valid,ekl,ekl99m33.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m33.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,4.502,4.500,,,,
mm_,1,emo_fac,79,ekl,valid,ekl,ekl99m24.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m24.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,9.002,4.500,,,,
subjid,session,block,trialno,texpr,validity,pexpr,stimf,mov,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,48,fre,invalid,ekl,ekl99m28.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m28.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,0.073,4.500,,,,
mm_,1,emo_fac,134,fre,invalid,ekl,ekl99m21.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m21.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,4.578,4.500,,,,
mm_,1,emo_fac,99,ekl,valid,ekl,ekl99m05.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m05.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,9.073,4.500,,,,
mm_,1,emo_fac,75,ekl,valid,ekl,ekl99w04.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99w04.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,13.574,4.500,,,,
mm_,1,emo_fac,160,ekl,valid,ekl,ekl99w27.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99w27.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,18.077,4.500,,,,
mm_,1,emo_fac,85,fre,valid,fre,fre99w19.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w19.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,22.578,4.500,,,,
mm_,1,emo_fac,126,ekl,valid,ekl,ekl99m10.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m10.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,27.075,4.500,,,,
mm_,1,emo_fac,100,ekl,valid,ekl,ekl99m33.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m33.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,31.576,4.500,,,,
mm_,1,emo_fac,158,fre,valid,fre,fre99m03.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99m03.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,36.074,4.500,,,,
mm_,1,emo_fac,132,fre,valid,fre,fre99m33.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99m33.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,40.575,4.500,,,,
mm_,1,emo_fac,131,fre,valid,fre,fre99w16.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w16.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,45.077,4.500,,,,
mm_,1,emo_fac,114,fre,valid,fre,fre99w56.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w56.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,49.579,4.500,,,,
mm_,1,emo_fac,36,fre,valid,fre,fre99w32.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w32.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,54.077,4.500,,,,
mm_,1,emo_fac,159,ekl,valid,ekl,ekl99m20.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m20.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,58.573,4.500,,,,
mm_,1,emo_fac,24,fre,valid,fre,fre99w14.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w14.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,63.074,4.500,,,,
mm_,1,emo_fac,13,ekl,valid,ekl,ekl99w31.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99w31.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,67.574,4.500,,,,
mm_,1,emo_fac,39,fre,valid,fre,fre99w19.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w19.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,72.080,4.500,,,,
mm_,1,emo_fac,6,ekl,valid,ekl,ekl99w08.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99w08.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,76.575,4.500,,,,
mm_,1,emo_fac,130,fre,valid,fre,fre99m30.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99m30.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,81.079,4.500,,,,
mm_,1,emo_fac,14,fre,valid,fre,fre99w26.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w26.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,85.597,4.500,,,,
mm_,1,emo_fac,55,ekl,invalid,fre,fre99m47.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99m47.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,90.074,4.500,,,,
mm_,1,emo_fac,98,fre,invalid,ekl,ekl99m36.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m36.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,94.584,4.500,,,,
mm_,1,emo_fac,108,fre,invalid,ekl,ekl99m09.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m09.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,99.076,4.500,,,,
mm_,1,emo_fac,124,ekl,valid,ekl,ekl99m38.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m38.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,103.577,4.500,,,,
mm_,1,emo_fac,41,ekl,valid,ekl,ekl99m07.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99m07.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,108.075,4.500,,,,
mm_,1,emo_fac,142,fre,valid,fre,fre99w18.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99w18.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,112.593,4.500,,,,
mm_,1,emo_fac,78,fre,valid,fre,fre99m23.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/fre99m23.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9m,117.074,4.500,,,,
mm_,1,emo_fac,113,ekl,valid,ekl,ekl99w57.avi,"MovieStim3(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename='./vid/ekl99w57.avi', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='PrimeVid', noAudio=True, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 511.,  768.]), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))",9,9w,121.575,4.500,,,,
