subjid,session,trialno,texpr,validity,pexpr,stimf,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt
mm_,1,emo_fac,82,ekl,valid,ekl,ekl99m03.avi,,9,9m,1726.981,4.500,,99,false alarm,0.894,e,0.894
mm_,1,emo_fac,46,fre,invalid,ekl,ekl99m20.avi,,9,9m,1753.698,4.500,,1,false alarm,0.925,j,0.925
mm_,1,emo_fac,45,ekl,valid,ekl,ekl99w04.avi,,9,9w,1780.317,4.500,,99,false alarm,1.212,e,1.212
mm_,1,emo_fac,150,ekl,invalid,fre,fre99m05.avi,,9,9m,1809.810,4.500,,99,false alarm,0.982,e,0.982
mm_,1,emo_fac,104,ekl,valid,ekl,ekl99w19.avi,,9,9w,1835.309,4.500,,99,false alarm,0.679,e,0.679
mm_,1,emo_fac,88,ekl,invalid,fre,fre99m36.avi,,9,9m,1862.024,4.500,,99,false alarm,0.840,e,0.840
mm_,1,emo_fac,148,ekl,valid,ekl,ekl99m09.avi,,9,9m,1888.669,4.500,,99,false alarm,1.202,e,1.202
mm_,1,emo_fac,136,fre,valid,fre,fre99w57.avi,,9,9w,1918.725,4.500,,1,false alarm,0.790,j,0.790
mm_,1,emo_fac,94,ekl,valid,ekl,ekl99m10.avi,,9,9m,1945.610,4.500,,99,false alarm,0.845,e,0.845
mm_,1,emo_fac,37,ekl,valid,ekl,ekl99w19.avi,,9,9w,1971.980,4.500,,1,false alarm,0.703,j,0.703
mm_,1,emo_fac,153,fre,valid,fre,fre99w02.avi,,9,9w,1997.255,4.500,,1,false alarm,1.039,j,1.039
mm_,1,emo_fac,61,ekl,valid,ekl,ekl99m36.avi,,9,9m,2027.845,4.500,,0,false alarm,0.757,f,0.757
mm_,1,emo_fac,142,fre,valid,fre,fre99w18.avi,,9,9w,2053.895,4.500,,99,false alarm,0.770,e,0.770
mm_,1,emo_fac,15,ekl,invalid,fre,fre99m71.avi,,9,9m,2080.367,4.500,,0,false alarm,0.968,f,0.968
mm_,1,emo_fac,18,fre,invalid,ekl,ekl99m71.avi,,9,9m,2107.238,4.500,,1,false alarm,0.807,j,0.807
mm_,1,emo_fac,78,fre,invalid,ekl,ekl99m15.avi,,9,9m,2137.053,4.500,,99,false alarm,0.894,e,0.894
mm_,1,emo_fac,4,ekl,valid,ekl,ekl99w57.avi,,9,9w,2163.676,4.500,,0,false alarm,1.142,f,1.142
mm_,1,emo_fac,101,fre,valid,fre,fre99m09.avi,,9,9m,2188.744,4.500,,1,false alarm,0.951,j,0.951
mm_,1,emo_fac,5,ekl,valid,ekl,ekl99w37.avi,,9,9w,2215.545,4.500,,0,false alarm,1.069,f,1.069
mm_,1,emo_fac,120,ekl,valid,ekl,ekl99m23.avi,,9,9m,2245.885,4.500,,0,false alarm,0.643,f,0.643
mm_,1,emo_fac,40,ekl,valid,ekl,ekl99m05.avi,,9,9m,2271.985,4.500,,0,false alarm,1.044,f,1.044
mm_,1,emo_fac,99,fre,valid,fre,fre99m10.avi,,9,9m,2297.227,4.500,,0,false alarm,0.838,f,0.838
mm_,1,emo_fac,147,ekl,valid,ekl,ekl99m46.avi,,9,9m,2323.868,4.500,,1,false alarm,0.664,j,0.664
mm_,1,emo_fac,83,fre,valid,fre,fre99m49.avi,,9,9m,2354.807,4.500,,99,false alarm,0.740,e,0.740
mm_,1,emo_fac,117,fre,valid,fre,fre99w58.avi,,9,9w,2380.383,4.500,,0,false alarm,0.864,f,0.864
mm_,1,emo_fac,85,fre,invalid,ekl,ekl99m49.avi,,9,9m,2407.252,4.500,,1,false alarm,0.908,j,0.908
mm_,1,emo_fac,121,fre,valid,fre,fre99m09.avi,,9,9m,2433.691,4.500,,1,false alarm,0.970,j,0.970
mm_,1,emo_fac,100,fre,valid,fre,fre99w12.avi,,9,9w,2463.731,4.500,,1,false alarm,1.070,j,1.070
mm_,1,emo_fac,106,fre,valid,fre,fre99m03.avi,,9,9m,2490.431,4.500,,99,false alarm,0.833,e,0.833
mm_,1,emo_fac,66,fre,invalid,ekl,ekl99m23.avi,,9,9m,2517.402,4.500,,99,false alarm,1.057,e,1.057
mm_,1,emo_fac,102,ekl,valid,ekl,ekl99m15.avi,,9,9m,2543.690,4.500,,99,false alarm,1.268,e,1.268
mm_,1,emo_fac,49,ekl,valid,ekl,ekl99m07.avi,,9,9m,2573.039,4.500,,99,false alarm,0.895,e,0.895
mm_,1,emo_fac,19,ekl,valid,ekl,ekl99m38.avi,,9,9m,2599.589,4.500,,99,false alarm,0.727,e,0.727
mm_,1,emo_fac,34,ekl,valid,ekl,ekl99m05.avi,,9,9m,2625.735,4.500,,1,false alarm,0.900,j,0.900
mm_,1,emo_fac,12,ekl,valid,ekl,ekl99w12.avi,,9,9w,2652.297,4.500,,1,false alarm,0.902,j,0.902
mm_,1,emo_fac,75,fre,valid,fre,fre99w58.avi,,9,9w,2681.926,4.500,,99,false alarm,1.105,e,1.105
mm_,1,emo_fac,141,fre,valid,fre,fre99w01.avi,,9,9w,2709.024,4.500,,1,false alarm,1.134,j,1.134
mm_,1,emo_fac,107,ekl,valid,ekl,ekl99w31.avi,,9,9w,2736.582,4.500,,0,false alarm,0.791,f,0.791
mm_,1,emo_fac,89,ekl,valid,ekl,ekl99w16.avi,,9,9w,2762.215,4.500,,0,false alarm,0.956,f,0.956
mm_,1,emo_fac,115,fre,invalid,ekl,ekl99m36.avi,,9,9m,2791.114,4.500,,99,false alarm,0.825,e,0.825
mm_,1,emo_fac,20,fre,valid,fre,fre99w26.avi,,9,9w,2817.705,4.500,,0,false alarm,0.873,f,0.873
mm_,1,emo_fac,64,ekl,valid,ekl,ekl99w02.avi,,9,9w,2844.162,4.500,,99,false alarm,0.972,e,0.972
mm_,1,emo_fac,140,ekl,valid,ekl,ekl99m24.avi,,9,9m,2870.611,4.500,,99,false alarm,1.039,e,1.039
mm_,1,emo_fac,14,fre,valid,fre,fre99m25.avi,,9,9m,2899.924,4.500,,1,false alarm,0.577,j,0.577
mm_,1,emo_fac,154,ekl,invalid,fre,fre99m28.avi,,9,9m,2925.471,4.500,,99,false alarm,1.056,e,1.056
mm_,1,emo_fac,16,ekl,valid,ekl,ekl99w56.avi,,9,9w,2952.132,4.500,,1,false alarm,0.707,j,0.707
mm_,1,emo_fac,31,fre,invalid,ekl,ekl99m49.avi,,9,9m,2978.964,4.500,,99,false alarm,0.757,e,0.757
mm_,1,emo_fac,57,fre,valid,fre,fre99m38.avi,,9,9m,3008.974,4.500,,99,false alarm,0.887,e,0.887
mm_,1,emo_fac,119,fre,valid,fre,fre99w31.avi,,9,9w,3035.278,4.500,,1,false alarm,0.800,j,0.800
mm_,1,emo_fac,29,fre,valid,fre,fre99w04.avi,,9,9w,3060.537,4.500,,1,false alarm,1.231,j,1.231
mm_,1,emo_fac,90,fre,valid,fre,fre99m10.avi,,9,9m,3086.828,4.500,,1,false alarm,1.016,j,1.016
mm_,1,emo_fac,130,ekl,valid,ekl,ekl99m33.avi,,9,9m,3112.770,4.500,,1,false alarm,0.599,j,0.599
mm_,1,emo_fac,112,ekl,valid,ekl,ekl99w27.avi,,9,9w,3139.446,4.500,,0,false alarm,1.101,f,1.101
mm_,1,emo_fac,62,fre,valid,fre,fre99m71.avi,,9,9m,3165.679,4.500,,0,false alarm,0.889,f,0.889
mm_,1,emo_fac,50,fre,valid,fre,fre99w02.avi,,9,9w,3192.200,4.500,,99,false alarm,0.946,e,0.946
mm_,1,emo_fac,80,ekl,valid,ekl,ekl99m28.avi,,9,9m,3219.388,4.500,,1,false alarm,1.098,j,1.098
mm_,1,emo_fac,129,fre,valid,fre,fre99w31.avi,,9,9w,3245.587,4.500,,99,false alarm,0.895,e,0.895
mm_,1,emo_fac,118,fre,valid,fre,fre99m47.avi,,9,9m,3272.508,4.500,,1,false alarm,1.495,j,1.495
mm_,1,emo_fac,26,ekl,invalid,fre,fre99m38.avi,,9,9m,3299.003,4.500,,1,false alarm,1.178,j,1.178
mm_,1,emo_fac,155,fre,valid,fre,fre99m28.avi,,9,9m,3325.490,4.500,,99,false alarm,0.408,e,0.408
mm_,1,emo_fac,55,fre,valid,fre,fre99w61.avi,,9,9w,3352.109,4.500,,99,false alarm,0.692,e,0.692
mm_,1,emo_fac,109,fre,invalid,ekl,ekl99m49.avi,,9,9m,3378.980,4.500,,1,false alarm,1.172,j,1.172
mm_,1,emo_fac,13,fre,valid,fre,fre99w22.avi,,9,9w,3405.753,4.500,,99,false alarm,0.902,e,0.902
mm_,1,emo_fac,17,ekl,valid,ekl,ekl99m49.avi,,9,9m,3431.892,4.500,,0,false alarm,0.672,f,0.672
mm_,1,emo_fac,38,fre,valid,fre,fre99m46.avi,,9,9m,3456.804,4.500,,99,false alarm,0.855,e,0.855
mm_,1,emo_fac,139,ekl,valid,ekl,ekl99w27.avi,,9,9w,3482.091,4.500,,0,false alarm,1.214,f,1.214
mm_,1,emo_fac,125,fre,valid,fre,fre99m28.avi,,9,9m,3508.936,4.500,,0,false alarm,0.993,f,0.993
mm_,1,emo_fac,87,fre,valid,fre,fre99m30.avi,,9,9m,3534.519,4.500,,99,false alarm,0.953,e,0.953
mm_,1,emo_fac,123,ekl,invalid,fre,fre99m03.avi,,9,9m,3559.899,4.500,,99,false alarm,1.348,e,1.348
mm_,1,emo_fac,91,fre,valid,fre,fre99w19.avi,,9,9w,3585.297,4.500,,1,false alarm,1.023,j,1.023
mm_,1,emo_fac,98,ekl,invalid,fre,fre99m30.avi,,9,9m,3612.373,4.500,,1,false alarm,1.095,j,1.095
mm_,1,emo_fac,41,fre,valid,fre,fre99w08.avi,,9,9w,3638.687,4.500,,0,false alarm,0.694,f,0.694
mm_,1,emo_fac,10,ekl,valid,ekl,ekl99w16.avi,,9,9w,3665.756,4.500,,1,false alarm,0.744,j,0.744
mm_,1,emo_fac,74,ekl,valid,ekl,ekl99m07.avi,,9,9m,3692.233,4.500,,1,false alarm,1.078,j,1.078
mm_,1,emo_fac,32,fre,valid,fre,fre99w16.avi,,9,9w,3718.912,4.500,,1,false alarm,0.904,j,0.904
mm_,1,emo_fac,95,ekl,invalid,fre,fre99m07.avi,,9,9m,3745.565,4.500,,1,false alarm,0.974,j,0.974
mm_,1,emo_fac,70,ekl,valid,ekl,ekl99m47.avi,,9,9m,3775.798,4.500,,0,false alarm,1.054,f,1.054
mm_,1,emo_fac,79,fre,invalid,ekl,ekl99m46.avi,,9,9m,3802.913,4.500,,1,false alarm,0.979,j,0.979
mm_,1,emo_fac,149,ekl,valid,ekl,ekl99m10.avi,,9,9m,3828.313,4.500,,99,false alarm,0.633,e,0.633
mm_,1,emo_fac,39,ekl,valid,ekl,ekl99w31.avi,,9,9w,3853.884,4.500,,0,false alarm,1.004,f,1.004
mm_,1,emo_fac,126,ekl,valid,ekl,ekl99m36.avi,,9,9m,3885.781,4.500,,0,false alarm,1.104,f,1.104
mm_,1,emo_fac,28,fre,valid,fre,fre99m15.avi,,9,9m,3911.629,4.500,,1,false alarm,1.092,j,1.092
mm_,1,emo_fac,114,fre,invalid,ekl,ekl99m24.avi,,9,9m,3937.208,4.500,,1,false alarm,0.860,j,0.860
mm_,1,emo_fac,9,fre,valid,fre,fre99w32.avi,,9,9w,3963.691,4.500,,99,false alarm,0.858,e,0.858
mm_,1,emo_fac,22,ekl,valid,ekl,ekl99m09.avi,,9,9m,3997.705,4.500,,1,false alarm,1.100,j,1.100
mm_,1,emo_fac,124,fre,valid,fre,fre99m05.avi,,9,9m,4023.565,4.500,,0,false alarm,0.729,f,0.729
mm_,1,emo_fac,36,fre,valid,fre,fre99m33.avi,,9,9m,4049.184,4.500,,99,false alarm,0.804,e,0.804
mm_,1,emo_fac,103,ekl,valid,ekl,ekl99m20.avi,,9,9m,4074.642,4.500,,0,false alarm,1.482,f,1.482
mm_,1,emo_fac,44,fre,valid,fre,fre99w37.avi,,9,9w,4104.727,4.500,,99,false alarm,0.815,e,0.815
mm_,1,emo_fac,48,fre,valid,fre,fre99w56.avi,,9,9w,4131.568,4.500,,0,false alarm,0.857,f,0.857
mm_,1,emo_fac,84,fre,valid,fre,fre99w14.avi,,9,9w,4156.830,4.500,,1,false alarm,1.197,j,1.197
mm_,1,emo_fac,137,fre,valid,fre,fre99m36.avi,,9,9m,4183.650,4.500,,99,false alarm,0.623,e,0.623
mm_,1,emo_fac,1,ekl,valid,ekl,ekl99w12.avi,,9,9w,4213.620,4.500,,99,false alarm,0.785,e,0.785
mm_,1,emo_fac,30,ekl,valid,ekl,ekl99m21.avi,,9,9m,4238.517,4.500,,1,false alarm,0.689,j,0.689
mm_,1,emo_fac,122,ekl,invalid,fre,fre99m23.avi,,9,9m,4264.867,4.500,,0,false alarm,1.251,f,1.251
mm_,1,emo_fac,127,ekl,invalid,fre,fre99m33.avi,,9,9m,4289.582,4.500,,0,false alarm,0.650,f,0.650
subjid,session,block,trialno,texpr,validity,pexpr,stimf,mov,sex,id,onset,dur,corr_resp,subj_resp,accuracy,rt,autoresp,autort
mm_,1,emo_fac,88,ekl,invalid,fre,fre99m25.avi,,9,9m,8.556,4.500,,99,false alarm,0.994,e,0.994
mm_,1,emo_fac,92,fre,valid,fre,fre99m21.avi,,9,9m,36.151,4.500,,99,false alarm,0.917,e,0.917
mm_,1,emo_fac,137,fre,valid,fre,fre99w56.avi,,9,9w,61.641,4.500,,1,false alarm,0.902,j,0.902
mm_,1,emo_fac,29,fre,valid,fre,fre99w12.avi,,9,9w,86.868,4.500,,99,false alarm,0.653,e,0.653
mm_,1,emo_fac,59,fre,valid,fre,fre99m30.avi,,9,9m,113.901,4.500,,99,false alarm,1.173,e,1.173
mm_,1,emo_fac,77,fre,invalid,ekl,ekl99m09.avi,,9,9m,139.729,4.500,,1,false alarm,0.910,j,0.910
mm_,1,emo_fac,33,fre,valid,fre,fre99m71.avi,,9,9m,164.859,4.500,,99,false alarm,0.817,e,0.817
mm_,1,emo_fac,106,fre,valid,fre,fre99m46.avi,,9,9m,190.221,4.500,,1,false alarm,0.889,j,0.889
mm_,1,emo_fac,93,ekl,valid,ekl,ekl99w58.avi,,9,9w,216.998,4.500,,99,false alarm,0.811,e,0.811
mm_,1,emo_fac,62,ekl,valid,ekl,ekl99m33.avi,,9,9m,243.496,4.500,,1,false alarm,0.929,j,0.929
mm_,1,emo_fac,155,ekl,valid,ekl,ekl99m10.avi,,9,9m,269.155,4.500,,0,false alarm,1.129,f,1.129
mm_,1,emo_fac,55,fre,valid,fre,fre99w02.avi,,9,9w,295.411,4.500,,99,false alarm,1.020,e,1.020
mm_,1,emo_fac,140,fre,valid,fre,fre99m33.avi,,9,9m,321.744,4.500,,1,false alarm,0.708,j,0.708
mm_,1,emo_fac,12,ekl,valid,ekl,ekl99w14.avi,,9,9w,348.540,4.500,,0,false alarm,0.844,f,0.844
mm_,1,emo_fac,18,ekl,valid,ekl,ekl99m15.avi,,9,9m,375.370,4.500,,99,false alarm,0.949,e,0.949
mm_,1,emo_fac,58,fre,invalid,ekl,ekl99m23.avi,,9,9m,401.847,4.500,,99,false alarm,1.290,e,1.290
mm_,1,emo_fac,10,fre,valid,fre,fre99w14.avi,,9,9w,428.329,4.500,,99,false alarm,0.630,e,0.630
mm_,1,emo_fac,104,fre,valid,fre,fre99w08.avi,,9,9w,455.565,4.500,,1,false alarm,1.100,j,1.100
mm_,1,emo_fac,113,fre,valid,fre,fre99w14.avi,,9,9w,482.045,4.500,,99,false alarm,0.921,e,0.921
mm_,1,emo_fac,6,ekl,invalid,fre,fre99m09.avi,,9,9m,508.914,4.500,,1,false alarm,1.144,j,1.144
mm_,1,emo_fac,47,ekl,valid,ekl,ekl99m21.avi,,9,9m,534.533,4.500,,1,false alarm,0.859,j,0.859
mm_,1,emo_fac,105,fre,invalid,ekl,ekl99m47.avi,,9,9m,560.518,4.500,,99,false alarm,1.059,e,1.059
mm_,1,emo_fac,5,ekl,invalid,fre,fre99m24.avi,,9,9m,586.820,4.500,,99,false alarm,0.918,e,0.918
mm_,1,emo_fac,152,ekl,valid,ekl,ekl99w14.avi,,9,9w,613.741,4.500,,0,false alarm,0.655,f,0.655
mm_,1,emo_fac,81,fre,valid,fre,fre99w26.avi,,9,9w,642.695,4.500,,0,false alarm,0.817,f,0.817
mm_,1,emo_fac,21,ekl,valid,ekl,ekl99w01.avi,,9,9w,668.120,4.500,,99,false alarm,0.854,e,0.854
mm_,1,emo_fac,37,fre,valid,fre,fre99w22.avi,,9,9w,693.609,4.500,,0,false alarm,1.119,f,1.119
mm_,1,emo_fac,84,fre,valid,fre,fre99m09.avi,,9,9m,720.477,4.500,,0,false alarm,0.870,f,0.870
mm_,1,emo_fac,115,fre,valid,fre,fre99m28.avi,,9,9m,751.983,4.500,,0,false alarm,0.964,f,0.964
mm_,1,emo_fac,2,ekl,invalid,fre,fre99m10.avi,,9,9m,778.495,4.500,,99,false alarm,0.696,e,0.696
mm_,1,emo_fac,52,fre,invalid,ekl,ekl99m71.avi,,9,9m,805.108,4.500,,0,false alarm,0.726,f,0.726
mm_,1,emo_fac,97,ekl,valid,ekl,ekl99w22.avi,,9,9w,831.730,4.500,,99,false alarm,0.828,e,0.828
mm_,1,emo_fac,78,ekl,valid,ekl,ekl99w16.avi,,9,9w,860.286,4.500,,99,false alarm,0.852,e,0.852
mm_,1,emo_fac,142,ekl,invalid,fre,fre99m25.avi,,9,9m,886.699,4.500,,0,false alarm,0.563,f,0.563
mm_,1,emo_fac,64,fre,valid,fre,fre99w31.avi,,9,9w,913.542,4.500,,99,false alarm,0.979,e,0.979
mm_,1,emo_fac,57,ekl,valid,ekl,ekl99m07.avi,,9,9m,940.339,4.500,,0,false alarm,1.095,f,1.095
mm_,1,emo_fac,16,fre,valid,fre,fre99w32.avi,,9,9w,969.097,4.500,,0,false alarm,0.651,f,0.651
mm_,1,emo_fac,24,ekl,valid,ekl,ekl99w26.avi,,9,9w,994.638,4.500,,0,false alarm,0.895,f,0.895
mm_,1,emo_fac,157,fre,valid,fre,fre99m38.avi,,9,9m,1020.072,4.500,,1,false alarm,0.754,j,0.754
mm_,1,emo_fac,45,fre,valid,fre,fre99w37.avi,,9,9w,1052.019,4.500,,99,false alarm,0.488,e,0.488
mm_,1,emo_fac,67,ekl,invalid,fre,fre99m30.avi,,9,9m,1085.182,4.500,,0,false alarm,0.895,f,0.895
mm_,1,emo_fac,135,ekl,valid,ekl,ekl99w61.avi,,9,9w,1114.652,4.500,,99,false alarm,0.956,e,0.956
mm_,1,emo_fac,128,fre,valid,fre,fre99w26.avi,,9,9w,1139.388,4.500,,99,false alarm,0.697,e,0.697
mm_,1,emo_fac,125,ekl,valid,ekl,ekl99m05.avi,,9,9m,1167.963,4.500,,0,false alarm,0.711,f,0.711
mm_,1,emo_fac,38,ekl,valid,ekl,ekl99w57.avi,,9,9w,1195.384,4.500,,1,false alarm,1.132,j,1.132
mm_,1,emo_fac,83,fre,valid,fre,fre99m24.avi,,9,9m,1222.172,4.500,,99,false alarm,0.803,e,0.803
mm_,1,emo_fac,126,ekl,valid,ekl,ekl99w37.avi,,9,9w,1249.385,4.500,,0,false alarm,0.769,f,0.769
mm_,1,emo_fac,26,fre,valid,fre,fre99m20.avi,,9,9m,1277.924,4.500,,99,false alarm,1.159,e,1.159
mm_,1,emo_fac,121,ekl,valid,ekl,ekl99m46.avi,,9,9m,1306.618,4.500,,1,false alarm,1.076,j,1.076
mm_,1,emo_fac,99,fre,invalid,ekl,ekl99m10.avi,,9,9m,1335.902,4.500,,0,false alarm,1.294,f,1.294
mm_,1,emo_fac,9,fre,valid,fre,fre99w18.avi,,9,9w,1361.519,4.500,,1,false alarm,0.679,j,0.679
mm_,1,emo_fac,73,fre,valid,fre,fre99w57.avi,,9,9w,1386.469,4.500,,0,false alarm,0.750,f,0.750
mm_,1,emo_fac,117,ekl,valid,ekl,ekl99m36.avi,,9,9m,1415.642,4.500,,0,false alarm,1.122,f,1.122
mm_,1,emo_fac,96,fre,valid,fre,fre99m25.avi,,9,9m,1442.509,4.500,,99,false alarm,1.115,e,1.115
mm_,1,emo_fac,60,ekl,invalid,fre,fre99m28.avi,,9,9m,1468.644,4.500,,1,false alarm,1.182,j,1.182
mm_,1,emo_fac,71,fre,valid,fre,fre99m23.avi,,9,9m,1495.068,4.500,,0,false alarm,0.891,f,0.891
mm_,1,emo_fac,111,ekl,invalid,fre,fre99m24.avi,,9,9m,1523.181,4.500,,99,false alarm,0.838,e,0.838
mm_,1,emo_fac,112,ekl,valid,ekl,ekl99w31.avi,,9,9w,1548.609,4.500,,1,false alarm,1.023,j,1.023
mm_,1,emo_fac,101,ekl,valid,ekl,ekl99m24.avi,,9,9m,1575.327,4.500,,99,false alarm,1.321,e,1.321
mm_,1,emo_fac,109,ekl,invalid,fre,fre99m07.avi,,9,9m,1601.640,4.500,,0,false alarm,0.691,f,0.691
mm_,1,emo_fac,65,ekl,valid,ekl,ekl99m23.avi,,9,9m,1629.257,4.500,,0,false alarm,1.103,f,1.103
mm_,1,emo_fac,98,fre,valid,fre,fre99w31.avi,,9,9w,1655.197,4.500,,0,false alarm,1.109,f,1.109
mm_,1,emo_fac,122,ekl,valid,ekl,ekl99m09.avi,,9,9m,1681.671,4.500,,0,false alarm,0.619,f,0.619
mm_,1,emo_fac,154,ekl,valid,ekl,ekl99w08.avi,,9,9w,1708.397,4.500,,99,false alarm,0.905,e,0.905
mm_,1,emo_fac,36,ekl,valid,ekl,ekl99w26.avi,,9,9w,1738.866,4.500,,1,false alarm,0.969,j,0.969
mm_,1,emo_fac,22,fre,valid,fre,fre99m36.avi,,9,9m,1765.246,4.500,,1,false alarm,1.095,j,1.095
mm_,1,emo_fac,31,ekl,valid,ekl,ekl99m38.avi,,9,9m,1791.732,4.500,,1,false alarm,1.340,j,1.340
mm_,1,emo_fac,144,ekl,valid,ekl,ekl99m33.avi,,9,9m,1818.307,4.500,,0,false alarm,0.755,f,0.755
mm_,1,emo_fac,108,ekl,invalid,fre,fre99m25.avi,,9,9m,1848.360,4.500,,1,false alarm,0.856,j,0.856
mm_,1,emo_fac,149,fre,valid,fre,fre99w57.avi,,9,9w,1873.648,4.500,,1,false alarm,0.974,j,0.974
mm_,1,emo_fac,14,fre,valid,fre,fre99w19.avi,,9,9w,1899.952,4.500,,0,false alarm,0.996,f,0.996
mm_,1,emo_fac,46,fre,invalid,ekl,ekl99m05.avi,,9,9m,1925.099,4.500,,99,false alarm,0.915,e,0.915
mm_,1,emo_fac,85,fre,valid,fre,fre99w14.avi,,9,9w,1952.351,4.500,,99,false alarm,1.081,e,1.081
mm_,1,emo_fac,139,ekl,valid,ekl,ekl99w16.avi,,9,9w,1979.952,4.500,,0,false alarm,1.156,f,1.156
mm_,1,emo_fac,43,ekl,valid,ekl,ekl99m25.avi,,9,9m,2005.297,4.500,,0,false alarm,0.880,f,0.880
mm_,1,emo_fac,41,ekl,valid,ekl,ekl99w56.avi,,9,9w,2032.163,4.500,,0,false alarm,0.779,f,0.779
mm_,1,emo_fac,118,ekl,invalid,fre,fre99m21.avi,,9,9m,2058.147,4.500,,1,false alarm,0.667,j,0.667
mm_,1,emo_fac,107,ekl,valid,ekl,ekl99w37.avi,,9,9w,2084.022,4.500,,1,false alarm,0.867,j,0.867
mm_,1,emo_fac,148,ekl,invalid,fre,fre99m71.avi,,9,9m,2110.032,4.500,,0,false alarm,0.978,f,0.978
mm_,1,emo_fac,7,fre,valid,fre,fre99w58.avi,,9,9w,2137.329,4.500,,99,false alarm,1.319,e,1.319
mm_,1,emo_fac,102,ekl,invalid,fre,fre99m30.avi,,9,9m,2163.654,4.500,,99,false alarm,0.699,e,0.699
mm_,1,emo_fac,54,fre,invalid,ekl,ekl99m30.avi,,9,9m,2190.244,4.500,,1,false alarm,0.745,j,0.745
mm_,1,emo_fac,90,fre,valid,fre,fre99w58.avi,,9,9w,2216.782,4.500,,99,false alarm,0.617,e,0.617
mm_,1,emo_fac,158,fre,valid,fre,fre99m24.avi,,9,9m,2244.001,4.500,,1,false alarm,0.668,j,0.668
mm_,1,emo_fac,25,fre,invalid,ekl,ekl99m05.avi,,9,9m,2270.156,4.500,,99,false alarm,1.281,e,1.281
mm_,1,emo_fac,51,ekl,valid,ekl,ekl99m21.avi,,9,9m,2296.680,4.500,,0,false alarm,0.684,f,0.684
mm_,1,emo_fac,80,ekl,valid,ekl,ekl99m28.avi,,9,9m,2323.181,4.500,,1,false alarm,1.101,j,1.101
mm_,1,emo_fac,119,fre,valid,fre,fre99w08.avi,,9,9w,2348.657,4.500,,1,false alarm,1.025,j,1.025
mm_,1,emo_fac,8,fre,valid,fre,fre99m05.avi,,9,9m,2375.206,4.500,,1,false alarm,1.174,j,1.174
mm_,1,emo_fac,40,ekl,valid,ekl,ekl99w32.avi,,9,9w,2402.056,4.500,,99,false alarm,0.794,e,0.794
mm_,1,emo_fac,127,fre,invalid,ekl,ekl99m46.avi,,9,9m,2428.717,4.500,,0,false alarm,0.765,f,0.765
mm_,1,emo_fac,146,fre,valid,fre,fre99w31.avi,,9,9w,2455.152,4.500,,1,false alarm,0.649,j,0.649
mm_,1,emo_fac,87,fre,invalid,ekl,ekl99m25.avi,,9,9m,2482.033,4.500,,0,false alarm,0.708,f,0.708
mm_,1,emo_fac,68,fre,invalid,ekl,ekl99m46.avi,,9,9m,2508.272,4.500,,99,false alarm,0.653,e,0.653
mm_,1,emo_fac,138,ekl,valid,ekl,ekl99w02.avi,,9,9w,2533.616,4.500,,1,false alarm,1.109,j,1.109
mm_,1,emo_fac,124,fre,invalid,ekl,ekl99m36.avi,,9,9m,2560.094,4.500,,1,false alarm,1.081,j,1.081
mm_,1,emo_fac,4,ekl,valid,ekl,ekl99m10.avi,,9,9m,2586.784,4.500,,0,false alarm,1.356,f,1.356
mm_,1,emo_fac,147,ekl,invalid,fre,fre99m25.avi,,9,9m,2614.579,4.500,,99,false alarm,1.119,e,1.119
mm_,1,emo_fac,74,ekl,valid,ekl,ekl99m30.avi,,9,9m,2640.091,4.500,,0,false alarm,0.486,f,0.486
mm_,1,emo_fac,95,fre,valid,fre,fre99m47.avi,,9,9m,2666.696,4.500,,99,false alarm,1.004,e,1.004
mm_,1,emo_fac,19,fre,invalid,ekl,ekl99m07.avi,,9,9m,2693.822,4.500,,1,false alarm,0.417,j,0.417
mm_,1,emo_fac,28,fre,invalid,ekl,ekl99m46.avi,,9,9m,2723.649,4.500,,99,false alarm,1.041,e,1.041
mm_,1,emo_fac,114,ekl,valid,ekl,ekl99m47.avi,,9,9m,2750.129,4.500,,1,false alarm,1.112,j,1.112
mm_,1,emo_fac,34,ekl,valid,ekl,ekl99w04.avi,,9,9w,2777.024,4.500,,1,false alarm,1.008,j,1.008
mm_,1,emo_fac,100,fre,valid,fre,fre99m71.avi,,9,9m,2803.440,4.500,,0,false alarm,0.796,f,0.796
mm_,1,emo_fac,131,ekl,valid,ekl,ekl99m20.avi,,9,9m,2832.187,4.500,,1,false alarm,0.749,j,0.749
mm_,1,emo_fac,32,ekl,invalid,fre,fre99m05.avi,,9,9m,2858.440,4.500,,1,false alarm,1.210,j,1.210
mm_,1,emo_fac,143,ekl,valid,ekl,ekl99m25.avi,,9,9m,2884.987,4.500,,0,false alarm,1.017,f,1.017
mm_,1,emo_fac,91,fre,valid,fre,fre99m47.avi,,9,9m,2911.503,4.500,,0,false alarm,1.235,f,1.235
mm_,1,emo_fac,70,fre,invalid,ekl,ekl99m49.avi,,9,9m,2940.858,4.500,,1,false alarm,0.960,j,0.960
mm_,1,emo_fac,151,fre,valid,fre,fre99w57.avi,,9,9w,2966.685,4.500,,1,false alarm,0.803,j,0.803
mm_,1,emo_fac,130,fre,valid,fre,fre99w04.avi,,9,9w,2993.612,4.500,,0,false alarm,0.733,f,0.733
